Date,AUD,CAD,CHF,CNY,EUR,GBP,INR,JPY,KRW,MXN,NZD
2015-01-02,0.8118,1.1725,1.0004,6.2046,1.2015,1.5361,63.2700,120.2000,1103.7300,14.8060,0.7711
2015-01-05,0.8095,1.1785,1.0079,6.2201,1.1918,1.5234,63.3400,119.6400,1109.0700,14.9700,0.7702
2015-01-06,0.8118,1.1802,1.0062,6.2125,1.1936,1.5174,63.5700,118.2600,1098.1400,14.8785,0.7805
2015-01-07,0.8049,1.1851,1.0160,6.2127,1.1820,1.5073,63.2700,119.5200,1101.5100,14.7875,0.7727
2015-01-08,0.8126,1.1812,1.0169,6.2143,1.1811,1.5118,62.6700,119.5100,1096.1900,14.6095,0.7826
2015-01-09,0.8191,1.1857,1.0151,6.2085,1.1830,1.5151,62.3400,118.6600,1086.1400,14.5765,0.7832
2015-01-12,0.8165,1.1929,1.0150,6.2027,1.1832,1.5168,62.0900,118.3200,1083.2500,14.6370,0.7776
2015-01-13,0.8164,1.1947,1.0195,6.1970,1.1779,1.5166,61.9700,118.1600,1080.4200,14.5755,0.7732
2015-01-14,0.8163,1.1957,1.0172,6.1957,1.1806,1.5234,62.0900,116.7800,1080.4500,14.5740,0.7746
2015-01-15,0.8212,1.1932,0.8930,6.1870,1.1598,1.5161,62.0600,116.9500,1077.9400,14.5920,0.7791
2015-01-16,0.8194,1.1986,0.8488,6.2065,1.1517,1.5132,61.8700,117.4500,1076.6800,14.6110,0.7778
2015-01-19,.,.,.,.,.,.,.,.,.,.,.
2015-01-20,0.8177,1.2085,0.8751,6.2137,1.1559,1.5162,61.6400,118.4800,1087.1700,14.6465,0.7693
2015-01-21,0.8101,1.2377,0.8596,6.2112,1.1584,1.5118,61.5500,117.8600,1081.9400,14.7250,0.7578
2015-01-22,0.8099,1.2370,0.8678,6.2085,1.1414,1.5052,61.3200,117.9200,1081.7500,14.6015,0.7551
2015-01-23,0.7935,1.2400,0.8760,6.2279,1.1279,1.5022,61.4600,117.8000,1075.7500,14.6400,0.7477
2015-01-26,0.7934,1.2409,0.8988,6.2535,1.1290,1.5088,61.4600,118.3800,1079.4200,14.5640,0.7425
2015-01-27,0.7939,1.2402,0.9042,6.2430,1.1370,1.5196,61.3400,117.6200,1075.3100,14.5775,0.7461
2015-01-28,0.7973,1.2452,0.9055,6.2475,1.1342,1.5165,61.3400,117.7400,1084.8400,14.6855,0.7451
2015-01-29,0.7758,1.2644,0.9226,6.2463,1.1308,1.5043,61.9400,118.3100,1098.6000,14.8805,0.7259
2015-01-30,0.7762,1.2716,0.9210,6.2495,1.1290,1.5026,62.0100,117.4400,1104.3000,15.0050,0.7248
2015-02-02,0.7818,1.2577,0.9262,6.2594,1.1337,1.5027,61.6800,117.3300,1099.6100,14.8815,0.7304
2015-02-03,0.7737,1.2452,0.9234,6.2573,1.1462,1.5129,61.6700,117.4800,1096.0600,14.7515,0.7294
2015-02-04,0.7761,1.2550,0.9238,6.2472,1.1418,1.5209,61.7300,117.5800,1086.7900,14.7935,0.7371
2015-02-05,0.7803,1.2419,0.9248,6.2516,1.1432,1.5293,61.7300,117.4000,1087.0500,14.7480,0.7391
2015-02-06,0.7807,1.2524,0.9228,6.2417,1.1330,1.5247,61.7000,119.1600,1097.2600,14.9175,0.7361
2015-02-09,0.7813,1.2448,0.9258,6.2467,1.1316,1.5217,62.1000,118.7000,1096.4000,14.8090,0.7415
2015-02-10,0.7781,1.2528,0.9263,6.2405,1.1316,1.5252,62.3300,119.3200,1098.6100,14.9530,0.7413
2015-02-11,0.7713,1.2635,0.9288,6.2422,1.1300,1.5232,62.4100,120.3800,1108.1900,15.1025,0.7382
2015-02-12,0.7763,1.2464,0.9283,6.2440,1.1410,1.5380,62.3000,118.7200,1100.8700,14.8905,0.7462
2015-02-13,0.7772,1.2449,0.9308,6.2399,1.1408,1.5394,62.0400,118.7000,1097.2000,14.8730,0.7468
2015-02-16,.,.,.,.,.,.,.,.,.,.,.
2015-02-17,0.7816,1.2401,0.9346,6.2546,1.1395,1.5349,62.1400,118.9900,1107.3300,14.8850,0.7523
2015-02-18,0.7778,1.2456,0.9446,6.2546,1.1342,1.5430,62.2500,119.1900,1112.8200,14.9610,0.7519
2015-02-19,0.7810,1.2484,0.9472,6.2546,1.1392,1.5451,62.0800,118.8400,1110.6900,14.9370,0.7543
2015-02-20,0.7833,1.2503,0.9419,6.2546,1.1372,1.5385,62.1900,118.6800,1110.0600,15.0625,0.7534
2015-02-23,0.7807,1.2577,0.9494,6.2546,1.1346,1.5465,62.1500,118.8800,1108.2500,15.0780,0.7536
2015-02-24,0.7808,1.2601,0.9516,6.2546,1.1307,1.5434,62.0700,119.1300,1108.0500,14.9755,0.7456
2015-02-25,0.7898,1.2418,0.9496,6.2591,1.1363,1.5499,61.8400,118.8800,1101.5300,14.9190,0.7548
2015-02-26,0.7816,1.2490,0.9540,6.2584,1.1212,1.5424,61.7400,119.3600,1100.3300,14.9465,0.7555
2015-02-27,0.7810,1.2506,0.9513,6.2695,1.1197,1.5439,61.6700,119.7200,1100.6500,14.9390,0.7557
2015-03-02,0.7780,1.2535,0.9553,6.2720,1.1190,1.5371,61.8700,120.0600,1101.4600,14.9895,0.7523
2015-03-03,0.7840,1.2450,0.9590,6.2741,1.1212,1.5391,61.7600,119.4700,1095.6500,14.9350,0.7570
2015-03-04,0.7821,1.2439,0.9640,6.2701,1.1070,1.5266,62.3000,119.7600,1100.2000,15.0825,0.7584
2015-03-05,0.7763,1.2482,0.9736,6.2658,1.1006,1.5229,62.2600,120.2200,1100.1100,15.1810,0.7466
2015-03-06,0.7712,1.2615,0.9846,6.2620,1.0855,1.5063,62.4500,120.9300,1110.3600,15.4480,0.7365
2015-03-09,0.7716,1.2598,0.9873,6.2635,1.0846,1.5097,62.6700,121.1700,1114.1800,15.4635,0.7360
2015-03-10,0.7637,1.2633,0.9996,6.2615,1.0707,1.5086,62.7100,121.2000,1123.3200,15.5815,0.7272
2015-03-11,0.7582,1.2763,1.0074,6.2613,1.0576,1.4945,62.7600,121.5000,1131.3300,15.4610,0.7218
2015-03-12,0.7705,1.2692,1.0034,6.2614,1.0615,1.4907,62.4400,121.2800,1120.1300,15.3660,0.7403
2015-03-13,0.7631,1.2803,1.0047,6.2585,1.0524,1.4755,63.0600,121.1700,1135.7000,15.4985,0.7330
2015-03-16,0.7656,1.2763,1.0074,6.2620,1.0575,1.4800,62.8000,121.3000,1129.6200,15.4225,0.7390
2015-03-17,0.7615,1.2769,1.0040,6.2490,1.0605,1.4744,62.6400,121.2800,1127.6900,15.4250,0.7312
2015-03-18,0.7653,1.2771,0.9952,6.2289,1.0643,1.4686,62.6900,120.9200,1127.0900,15.4285,0.7363
2015-03-19,0.7618,1.2743,0.9921,6.1955,1.0621,1.4729,62.5600,120.9000,1121.2100,15.3055,0.7376
2015-03-20,0.7759,1.2593,0.9766,6.2037,1.0792,1.4923,62.4700,120.2800,1113.8700,15.0500,0.7555
2015-03-23,0.7848,1.2515,0.9668,6.2135,1.0928,1.4936,62.2200,119.7400,1106.6800,14.9565,0.7623
2015-03-24,0.7869,1.2510,0.9586,6.2046,1.0908,1.4870,62.4000,119.9000,1104.2000,14.9450,0.7632
2015-03-25,0.7856,1.2513,0.9574,6.2116,1.0986,1.4915,62.3500,119.3700,1099.7200,14.9330,0.7633
2015-03-26,0.7836,1.2469,0.9614,6.2103,1.0919,1.4844,62.8300,119.0100,1103.5900,15.0855,0.7584
2015-03-27,0.7754,1.2579,0.9586,6.2145,1.0891,1.4878,62.5000,119.1500,1103.6000,15.1720,0.7560
2015-03-30,0.7645,1.2687,0.9678,6.2065,1.0818,1.4792,62.5200,120.1100,1106.3900,15.2490,0.7514
2015-03-31,0.7625,1.2681,0.9712,6.1990,1.0741,1.4850,62.3100,119.9600,1107.7100,15.2450,0.7485
2015-04-01,0.7615,1.2610,0.9671,6.1976,1.0768,1.4823,62.1400,119.6200,1098.1000,15.1130,0.7461
2015-04-02,0.7566,1.2584,0.9578,6.1968,1.0874,1.4842,62.1300,119.7400,1089.4900,15.0635,0.7483
2015-04-03,0.7645,1.2465,0.9504,6.1930,1.0990,1.4916,61.9900,118.9600,1085.6500,14.8025,0.7595
2015-04-06,0.7657,1.2450,0.9524,6.1930,1.1008,1.4959,62.1600,119.0500,1083.3800,14.8225,0.7605
2015-04-07,0.7646,1.2488,0.9640,6.1955,1.0850,1.4857,62.2300,120.3600,1093.7600,14.9200,0.7507
2015-04-08,0.7715,1.2508,0.9634,6.2020,1.0818,1.4924,62.2200,119.9600,1093.7700,14.9065,0.7580
2015-04-09,0.7706,1.2580,0.9754,6.2050,1.0671,1.4739,62.1800,120.3200,1093.8000,15.0550,0.7555
2015-04-10,0.7674,1.2596,0.9807,6.2082,1.0598,1.4648,62.2100,120.2900,1093.1300,15.1670,0.7532
2015-04-13,0.7579,1.2603,0.9780,6.2152,1.0582,1.4658,62.3800,120.3200,1100.4100,15.3110,0.7448
2015-04-14,0.7638,1.2476,0.9712,6.2113,1.0672,1.4790,62.2500,119.2600,1090.7600,15.2135,0.7536
2015-04-15,0.7610,1.2378,0.9721,6.2037,1.0596,1.4782,62.3400,119.2300,1095.0700,15.3610,0.7537
2015-04-16,0.7796,1.2206,0.9584,6.1947,1.0742,1.4923,62.2800,119.1800,1086.8900,15.2160,0.7662
2015-04-17,0.7776,1.2225,0.9528,6.1976,1.0780,1.4942,62.4800,119.0200,1081.9900,15.3190,0.7684
2015-04-20,0.7727,1.2203,0.9543,6.2014,1.0763,1.4913,63.0700,119.2700,1081.2700,15.3940,0.7667
2015-04-21,0.7741,1.2274,0.9528,6.2010,1.0758,1.4944,62.9200,119.4500,1081.5400,15.3810,0.7690
2015-04-22,0.7771,1.2250,0.9662,6.1927,1.0729,1.5027,62.9600,119.9000,1080.6400,15.4275,0.7677
2015-04-23,0.7782,1.2148,0.9550,6.1975,1.0803,1.5047,63.2700,119.6900,1080.0000,15.3305,0.7585
2015-04-24,0.7825,1.2168,0.9533,6.1930,1.0876,1.5176,63.5500,118.9800,1075.8500,15.3825,0.7601
2015-04-27,0.7859,1.2106,0.9534,6.2185,1.0892,1.5235,63.3400,119.1200,1071.0100,15.3175,0.7648
2015-04-28,0.8017,1.2021,0.9538,6.2035,1.0979,1.5328,63.0500,118.8000,1063.0300,15.2185,0.7733
2015-04-29,0.8065,1.1955,0.9358,6.1989,1.1174,1.5485,63.3800,118.8300,1066.4800,15.1680,0.7737
2015-04-30,0.7867,1.2116,0.9410,6.2018,1.1162,1.5328,63.5800,119.8600,1076.7400,15.3855,0.7591
2015-05-01,0.7813,1.2191,0.9340,6.2018,1.1194,1.5137,63.6300,120.2100,1080.2200,15.5650,0.7520
2015-05-04,0.7839,1.2108,0.9357,6.2085,1.1145,1.5118,63.6400,120.2500,1081.1900,15.5120,0.7530
2015-05-05,0.7941,1.2038,0.9262,6.2058,1.1174,1.5178,63.3100,119.8700,1080.4600,15.3410,0.7563
2015-05-06,0.8005,1.2007,0.9150,6.2001,1.1345,1.5244,63.5700,119.4200,1077.2300,15.2945,0.7513
2015-05-07,0.7914,1.2139,0.9196,6.2063,1.1283,1.5223,64.0800,119.7400,1093.5500,15.3325,0.7446
2015-05-08,0.7914,1.2086,0.9274,6.2084,1.1241,1.5455,63.7300,119.7800,1087.2800,15.1210,0.7490
2015-05-11,0.7899,1.2107,0.9344,6.2086,1.1142,1.5593,63.9600,120.0500,1095.3900,15.2855,0.7350
2015-05-12,0.7989,1.1987,0.9266,6.2086,1.1240,1.5685,64.1900,119.8000,1093.8100,15.2980,0.7377
2015-05-13,0.8118,1.1950,0.9162,6.2043,1.1372,1.5748,63.8800,119.0900,1089.7200,15.2385,0.7488
2015-05-14,0.8082,1.1991,0.9146,6.2013,1.1368,1.5766,63.4700,119.2000,1089.4600,15.1160,0.7500
2015-05-15,0.8053,1.2009,0.9174,6.2051,1.1428,1.5772,63.3600,119.3600,1083.0500,14.9970,0.7489
2015-05-18,0.8001,1.2150,0.9230,6.2041,1.1354,1.5679,63.6600,119.8200,1088.1900,15.1280,0.7398
2015-05-19,0.7918,1.2213,0.9367,6.2064,1.1151,1.5523,63.8000,120.5800,1093.9400,15.1910,0.7354
2015-05-20,0.7877,1.2212,0.9395,6.2036,1.1079,1.5544,63.7500,121.2800,1097.6200,15.1900,0.7295
2015-05-21,0.7888,1.2201,0.9346,6.1958,1.1126,1.5672,63.5100,121.0600,1092.4100,15.2580,0.7320
2015-05-22,0.7828,1.2288,0.9428,6.1972,1.1033,1.5484,63.4300,121.4500,1093.4600,15.2915,0.7307
2015-05-25,.,.,.,.,.,.,.,.,.,.,.
2015-05-26,0.7738,1.2428,0.9503,6.2038,1.0876,1.5398,63.8700,123.0800,1106.0600,15.3310,0.7228
2015-05-27,0.7712,1.2483,0.9508,6.2011,1.0888,1.5324,63.9200,123.7600,1107.8400,15.3570,0.7228
2015-05-28,0.7631,1.2474,0.9458,6.2002,1.0914,1.5291,63.8300,124.1800,1109.8600,15.3765,0.7150
2015-05-29,0.7659,1.2466,0.9404,6.1980,1.0994,1.5286,63.7100,123.9800,1111.9900,15.3688,0.7111
2015-06-01,0.7613,1.2547,0.9467,6.1985,1.0913,1.5187,63.5900,124.6400,1115.6100,15.4685,0.7098
2015-06-02,0.7748,1.2425,0.9343,6.1980,1.1130,1.5331,63.7200,124.1900,1109.3400,15.4345,0.7154
2015-06-03,0.7803,1.2437,0.9336,6.1976,1.1285,1.5351,63.9900,124.0600,1104.3300,15.4555,0.7152
2015-06-04,0.7673,1.2477,0.9342,6.2006,1.1271,1.5367,63.9600,124.5600,1112.5600,15.5575,0.7116
2015-06-05,0.7622,1.2488,0.9436,6.2024,1.1108,1.5267,63.7600,125.5800,1121.1800,15.6925,0.7046
2015-06-08,0.7650,1.2435,0.9332,6.2053,1.1232,1.5280,64.0300,125.0800,1121.9500,15.6735,0.7097
2015-06-09,0.7685,1.2316,0.9295,6.2047,1.1284,1.5383,63.9600,124.1600,1119.3800,15.5530,0.7137
2015-06-10,0.7749,1.2267,0.9292,6.2055,1.1307,1.5530,63.8100,122.7200,1110.3200,15.4610,0.7194
2015-06-11,0.7726,1.2314,0.9364,6.2065,1.1236,1.5493,63.9300,123.6200,1113.2400,15.3990,0.6990
2015-06-12,0.7742,1.2306,0.9260,6.2081,1.1278,1.5587,64.0200,123.2300,1111.6300,15.3975,0.6985
2015-06-15,0.7767,1.2321,0.9351,6.2080,1.1266,1.5572,64.0300,123.3800,1114.9400,15.4190,0.7005
2015-06-16,0.7753,1.2328,0.9325,6.2085,1.1238,1.5637,64.2100,123.3900,1118.0800,15.4230,0.6986
2015-06-17,0.7667,1.2307,0.9272,6.2086,1.1244,1.5708,64.1400,124.2500,1122.8300,15.4300,0.6913
2015-06-18,0.7831,1.2206,0.9196,6.2075,1.1404,1.5882,63.6200,122.8700,1101.5500,15.2710,0.6942
2015-06-19,0.7758,1.2273,0.9206,6.2085,1.1335,1.5881,63.4300,122.7000,1102.6400,15.3440,0.6895
2015-06-22,0.7745,1.2286,0.9188,6.2085,1.1378,1.5823,63.5100,123.2800,1098.8500,15.3265,0.6876
2015-06-23,0.7739,1.2326,0.9336,6.2066,1.1190,1.5751,63.5700,123.7100,1104.5400,15.3970,0.6851
2015-06-24,0.7689,1.2413,0.9360,6.2061,1.1178,1.5681,63.5400,124.2400,1110.6700,15.4450,0.6868
2015-06-25,0.7741,1.2346,0.9375,6.2084,1.1196,1.5728,63.5000,123.6300,1111.0500,15.4860,0.6911
2015-06-26,0.7650,1.2358,0.9351,6.2080,1.1156,1.5739,63.5400,123.9200,1122.3100,15.5630,0.6831
2015-06-29,0.7677,1.2380,0.9280,6.2085,1.1180,1.5764,63.7300,122.5000,1119.0900,15.6555,0.6854
2015-06-30,0.7704,1.2473,0.9346,6.2000,1.1154,1.5727,63.5900,122.1000,1117.3400,15.6902,0.6778
2015-07-01,0.7664,1.2559,0.9456,6.2008,1.1084,1.5617,63.5500,123.0200,1123.8900,15.7780,0.6754
2015-07-02,0.7630,1.2566,0.9436,6.2044,1.1090,1.5614,63.3600,123.1400,1119.9500,15.6895,0.6726
2015-07-03,.,.,.,.,.,.,.,.,.,.,.
2015-07-06,0.7521,1.2623,0.9432,6.2089,1.1076,1.5619,63.2400,122.5300,1125.5800,15.7430,0.6703
2015-07-07,0.7435,1.2742,0.9482,6.2097,1.0952,1.5443,63.5100,122.1600,1133.7500,15.8330,0.6662
2015-07-08,0.7445,1.2724,0.9458,6.2087,1.1072,1.5353,63.4700,120.5400,1131.7500,15.8110,0.6741
2015-07-09,0.7438,1.2727,0.9495,6.2086,1.1025,1.5375,63.3100,121.2200,1133.6900,15.7940,0.6727
2015-07-10,0.7427,1.2713,0.9411,6.2092,1.1150,1.5503,63.3300,122.7500,1127.2900,15.7305,0.6699
2015-07-13,0.7407,1.2762,0.9492,6.2081,1.1020,1.5518,63.4300,123.3500,1133.9300,15.7295,0.6694
2015-07-14,0.7450,1.2746,0.9459,6.2088,1.1015,1.5584,63.2700,123.3900,1142.7500,15.6715,0.6707
2015-07-15,0.7366,1.2935,0.9521,6.2082,1.0965,1.5621,63.4800,123.8900,1146.4200,15.7740,0.6605
2015-07-16,0.7430,1.2938,0.9562,6.2094,1.0898,1.5601,63.4300,124.0400,1145.2400,15.7985,0.6538
2015-07-17,0.7371,1.2997,0.9608,6.2085,1.0848,1.5624,63.4500,124.0000,1148.4800,15.9160,0.6527
2015-07-20,0.7380,1.2982,0.9630,6.2095,1.0850,1.5587,63.6100,124.2400,1156.3800,15.9885,0.6571
2015-07-21,0.7429,1.2958,0.9590,6.2095,1.0927,1.5550,63.5700,123.9300,1148.3300,15.9565,0.6629
2015-07-22,0.7368,1.3023,0.9613,6.2093,1.0884,1.5617,63.6000,124.0800,1156.4900,16.1065,0.6572
2015-07-23,0.7375,1.3030,0.9581,6.2091,1.0976,1.5533,63.8600,123.8800,1160.6400,16.1325,0.6645
2015-07-24,0.7279,1.3059,0.9620,6.2095,1.0976,1.5514,64.0400,123.7400,1169.0200,16.2265,0.6586
2015-07-27,0.7304,1.3008,0.9597,6.2091,1.1112,1.5595,64.2400,123.2400,1167.7500,16.2665,0.6636
2015-07-28,0.7325,1.2933,0.9638,6.2084,1.1055,1.5617,63.7600,123.5200,1161.0900,16.2565,0.6688
2015-07-29,0.7307,1.2893,0.9630,6.2089,1.1026,1.5624,63.8300,123.8600,1158.4900,16.1945,0.6682
2015-07-30,0.7278,1.3024,0.9696,6.2096,1.0914,1.5581,64.0900,124.3800,1173.4200,16.4755,0.6589
2015-07-31,0.7332,1.3047,0.9636,6.2097,1.1028,1.5634,63.8700,123.9400,1159.7000,16.0610,0.6625
2015-08-03,0.7277,1.3141,0.9682,6.2087,1.0962,1.5603,63.9900,123.9800,1168.6300,16.1015,0.6603
2015-08-04,0.7419,1.3124,0.9732,6.2086,1.0953,1.5612,63.7100,124.0000,1161.2000,16.1660,0.6588
2015-08-05,0.7346,1.3181,0.9810,6.2096,1.0868,1.5604,63.7300,124.8400,1174.4000,16.3775,0.6519
2015-08-06,0.7343,1.3152,0.9808,6.2096,1.0922,1.5521,63.6700,124.6000,1163.2500,16.3615,0.6545
2015-08-07,0.7393,1.3122,0.9824,6.2087,1.0958,1.5467,63.7400,124.2700,1164.0000,16.1780,0.6596
2015-08-10,0.7404,1.3056,0.9848,6.2094,1.0994,1.5546,63.7700,124.5500,1161.6900,16.1535,0.6602
2015-08-11,0.7288,1.3149,0.9869,6.3232,1.1042,1.5572,64.3300,124.9000,1181.3600,16.3335,0.6537
2015-08-12,0.7375,1.2973,0.9691,6.3845,1.1198,1.5639,64.8000,123.8700,1175.0300,16.2960,0.6635
2015-08-13,0.7361,1.3078,0.9760,6.3982,1.1144,1.5595,65.2700,124.3200,1176.0200,16.3735,0.6571
2015-08-14,0.7376,1.3075,0.9780,6.3908,1.1110,1.5625,65.0200,124.2700,1177.6200,16.3655,0.6546
2015-08-17,0.7386,1.3090,0.9770,6.3937,1.1078,1.5598,65.3900,124.3300,1181.5300,16.3995,0.6580
2015-08-18,0.7334,1.3075,0.9764,6.3928,1.1028,1.5658,65.4400,124.3900,1185.8500,16.4220,0.6581
2015-08-19,0.7316,1.3165,0.9702,6.3956,1.1061,1.5645,65.1700,124.1000,1184.3500,16.5260,0.6564
2015-08-20,0.7357,1.3075,0.9621,6.3875,1.1200,1.5688,65.4900,123.5400,1185.6300,16.6630,0.6634
2015-08-21,0.7343,1.3146,0.9488,6.3887,1.1356,1.5698,66.0200,122.1100,1194.6000,16.9250,0.6706
2015-08-24,0.7202,1.3210,0.9347,6.4029,1.1580,1.5731,66.8000,118.5600,1191.1300,17.0825,0.6507
2015-08-25,0.7183,1.3295,0.9488,6.4122,1.1410,1.5698,66.0700,119.9100,1195.2500,17.0080,0.6522
2015-08-26,0.7087,1.3301,0.9472,6.4083,1.1390,1.5493,66.1100,119.0700,1185.5200,17.0890,0.6424
2015-08-27,0.7179,1.3193,0.9631,6.4053,1.1239,1.5411,65.9900,120.8900,1170.4900,16.8815,0.6478
2015-08-28,0.7129,1.3268,0.9622,6.3890,1.1172,1.5362,66.1400,121.3200,1180.9300,16.7800,0.6446
2015-08-31,0.7100,1.3223,0.9681,6.3760,1.1194,1.5363,66.3900,121.2600,1182.5400,16.7315,0.6349
2015-09-01,0.7036,1.3180,0.9622,6.3630,1.1263,1.5341,66.3400,119.9400,1179.7800,16.8775,0.6346
2015-09-02,0.7011,1.3308,0.9690,6.3544,1.1242,1.5310,66.1600,120.0000,1183.4600,16.9415,0.6343
2015-09-03,0.7025,1.3200,0.9764,6.3549,1.1104,1.5254,66.0700,120.2000,1188.0700,16.7850,0.6400
2015-09-04,0.6917,1.3272,0.9754,6.3549,1.1117,1.5195,66.7000,119.0500,1196.4000,16.8620,0.6280
2015-09-07,.,.,.,.,.,.,.,.,.,.,.
2015-09-08,0.7023,1.3193,0.9780,6.3657,1.1182,1.5381,66.3600,119.7200,1195.5700,16.7840,0.6347
2015-09-09,0.7024,1.3221,0.9767,6.3768,1.1165,1.5363,66.4700,120.9400,1186.5200,16.8015,0.6402
2015-09-10,0.7086,1.3218,0.9735,6.3770,1.1262,1.5457,66.4600,120.7100,1184.8700,16.7575,0.6306
2015-09-11,0.7074,1.3274,0.9735,6.3735,1.1338,1.5426,66.3900,120.6600,1182.2500,16.8230,0.6314
2015-09-14,0.7137,1.3265,0.9687,6.3664,1.1307,1.5423,66.3200,119.9200,1181.1700,16.7955,0.6330
2015-09-15,0.7092,1.3261,0.9755,6.3685,1.1260,1.5352,66.3600,120.3000,1178.6900,16.7680,0.6313
2015-09-16,0.7186,1.3180,0.9688,6.3694,1.1304,1.5499,66.4500,120.6200,1169.7700,16.5680,0.6349
2015-09-17,0.7147,1.3186,0.9710,6.3645,1.1312,1.5509,66.1200,120.9000,1163.1100,16.5880,0.6322
2015-09-18,0.7222,1.3146,0.9614,6.3628,1.1358,1.5573,65.7000,119.8500,1164.1300,16.5615,0.6416
2015-09-21,0.7125,1.3249,0.9702,6.3676,1.1204,1.5506,65.6600,120.4600,1179.2400,16.6925,0.6310
2015-09-22,0.7078,1.3276,0.9733,6.3750,1.1133,1.5356,65.8500,120.0400,1186.1000,16.8790,0.6292
2015-09-23,0.7004,1.3313,0.9780,6.3836,1.1160,1.5243,66.0500,120.1200,1193.9600,17.1040,0.6244
2015-09-24,0.6998,1.3348,0.9730,6.3818,1.1252,1.5254,66.3200,119.5400,1195.4800,17.0620,0.6338
2015-09-25,0.7014,1.3322,0.9760,6.3737,1.1192,1.5172,66.1200,120.7400,1190.1400,16.9630,0.6369
2015-09-28,0.7005,1.3360,0.9735,6.3685,1.1236,1.5208,66.2000,119.8200,1193.3200,17.0115,0.6346
2015-09-29,0.7007,1.3414,0.9710,6.3621,1.1246,1.5168,65.9000,119.7600,1194.2800,17.0895,0.6368
2015-09-30,0.7020,1.3396,0.9773,6.3556,1.1162,1.5116,65.5000,119.8100,1184.6200,16.8980,0.6390
2015-10-01,0.7044,1.3240,0.9744,6.3559,1.1200,1.5162,65.5700,119.5800,1180.0400,16.8915,0.6411
2015-10-02,0.7025,1.3213,0.9684,6.3559,1.1276,1.5216,65.3500,119.4200,1175.4800,16.8115,0.6432
2015-10-05,0.7088,1.3084,0.9746,6.3559,1.1200,1.5165,65.1200,120.3600,1158.5400,16.6990,0.6505
2015-10-06,0.7143,1.3056,0.9678,6.3559,1.1266,1.5227,65.1800,120.1800,1160.7000,16.6820,0.6536
2015-10-07,0.7213,1.3038,0.9716,6.3559,1.1249,1.5315,64.8600,119.9000,1153.7200,16.5735,0.6623
2015-10-08,0.7225,1.3017,0.9674,6.3529,1.1282,1.5316,64.9700,119.9400,1155.5700,16.5015,0.6642
2015-10-09,0.7328,1.2945,0.9615,6.3450,1.1363,1.5315,64.7600,120.3000,1145.6700,16.4125,0.6700
2015-10-12,.,.,.,.,.,.,.,.,.,.,.
2015-10-13,0.7283,1.2984,0.9594,6.3417,1.1382,1.5242,65.0600,119.8000,1147.4200,16.5680,0.6689
2015-10-14,0.7256,1.2983,0.9517,6.3462,1.1437,1.5445,64.8700,119.2100,1140.3900,16.5715,0.6767
2015-10-15,0.7316,1.2901,0.9489,6.3459,1.1418,1.5475,64.7700,118.2600,1120.9000,16.4280,0.6854
2015-10-16,0.7261,1.2932,0.9536,6.3523,1.1360,1.5441,64.7000,119.6000,1130.7300,16.3820,0.6799
2015-10-19,0.7254,1.2999,0.9560,6.3591,1.1320,1.5471,64.9000,119.5000,1130.5700,16.5225,0.6804
2015-10-20,0.7256,1.2974,0.9540,6.3480,1.1359,1.5470,64.9700,119.7900,1128.6400,16.5715,0.6755
2015-10-21,0.7226,1.3117,0.9570,6.3487,1.1345,1.5463,65.1900,119.9100,1137.0900,16.6650,0.6734
2015-10-22,0.7220,1.3087,0.9710,6.3577,1.1140,1.5399,64.9100,120.5000,1131.4800,16.5135,0.6791
2015-10-23,0.7215,1.3171,0.9769,6.3488,1.1016,1.5340,64.8700,121.2000,1135.0000,16.5380,0.6751
2015-10-26,0.7262,1.3134,0.9815,6.3517,1.1051,1.5361,64.8300,120.8700,1127.4700,16.4900,0.6794
2015-10-27,0.7233,1.3242,0.9848,6.3517,1.1052,1.5312,65.0300,120.2900,1134.5700,16.5525,0.6802
2015-10-28,0.7143,1.3149,0.9848,6.3581,1.1066,1.5319,64.8900,120.5600,1130.3100,16.4440,0.6721
2015-10-29,0.7081,1.3169,0.9915,6.3552,1.0963,1.5296,65.3500,121.1400,1142.3900,16.6155,0.6680
2015-10-30,0.7133,1.3082,0.9858,6.3180,1.1042,1.5445,65.4000,120.7000,1140.5000,16.5300,0.6766
2015-11-02,0.7141,1.3093,0.9853,6.3180,1.1026,1.5428,65.5800,120.7000,1140.5000,16.4710,0.6745
2015-11-03,0.7173,1.3107,0.9922,6.3180,1.0946,1.5404,65.5700,121.2000,1140.5000,16.3730,0.6676
2015-11-04,0.7148,1.3164,0.9933,6.3357,1.0861,1.5377,65.4600,121.5200,1136.4500,16.5245,0.6587
2015-11-05,0.7148,1.3162,0.9964,6.3180,1.0869,1.5236,65.8500,121.7100,1140.5000,16.5815,0.6627
2015-11-06,0.7034,1.3307,1.0048,6.3180,1.0746,1.5071,66.1300,123.2000,1140.5000,16.8430,0.6509
2015-11-09,0.7046,1.3274,1.0017,6.3619,1.0767,1.5124,66.3800,123.0400,1160.4200,16.8540,0.6537
2015-11-10,0.7030,1.3258,1.0076,6.3603,1.0686,1.5110,66.1900,123.2200,1158.3400,16.7625,0.6534
2015-11-11,.,.,.,.,.,.,.,.,.,.,.
2015-11-12,0.7116,1.3309,1.0014,6.3690,1.0768,1.5206,66.0400,122.8400,1158.6000,16.7320,0.6529
